step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
4,PAYMENT,4513.92,C2032479363,718632.69,714118.77,M1874812338,0.0,0.0,0,0
5,CASH_IN,84189.52,C903663666,9051175.0,9135364.53,C1653859230,88475.76,4286.23,0,0
7,PAYMENT,418.38,C510622757,0.0,0.0,M444542260,0.0,0.0,0,0
2,TRANSFER,162724.99,C773059332,19340.02,0.0,C248609774,6534746.07,7760414.85,0,0
6,CASH_OUT,69603.22,C474027124,0.0,0.0,C481402298,217562.01,2274476.83,0,0
1,TRANSFER,2806.0,C1420196421,2806.0,0.0,C972765878,0.0,0.0,1,0
3,DEBIT,9635.1,C672493939,173069.0,163433.9,C1032986144,33111.63,42746.73,0,0
6,CASH_IN,357726.65,C367660195,1555711.7,1913438.35,C392292416,4296397.8,3267222.75,0,0
6,PAYMENT,5580.15,C675002551,123688.27,118108.12,M636050161,0.0,0.0,0,0
1,PAYMENT,24213.67,C1238616099,0.0,0.0,M70695990,0.0,0.0,0,0
7,TRANSFER,412292.82,C117556243,64796.88,0.0,C929452805,0.0,412292.82,0,0
1,PAYMENT,1012.86,C1377160602,284879.0,283866.14,M917935693,0.0,0.0,0,0
7,PAYMENT,8154.19,C560752677,56596.0,48441.81,M91147932,0.0,0.0,0,0
1,PAYMENT,3295.19,C711197015,233633.0,230337.81,M1384454980,0.0,0.0,0,0
4,PAYMENT,1276.01,C2062604571,0.0,0.0,M478113430,0.0,0.0,0,0
2,PAYMENT,208.35,C1204267493,49776.0,49567.65,M2035401634,0.0,0.0,0,0
1,PAYMENT,3970.45,C977522995,11349.0,7378.55,M969811954,0.0,0.0,0,0
1,TRANSFER,200612.49,C1285072597,26019.0,0.0,C728885526,696538.35,897150.84,0,0
3,PAYMENT,27659.67,C647218712,37057.0,9397.33,M876864630,0.0,0.0,0,0
7,PAYMENT,1405.24,C1786560237,16315.0,14909.76,M1033287931,0.0,0.0,0,0
5,CASH_IN,78588.13,C1966372954,3678275.07,3756863.21,C1721246982,955069.95,876481.82,0,0
7,TRANSFER,1284837.02,C882280168,541387.8,0.0,C11003494,13741343.06,15026180.08,0,0
2,PAYMENT,1156.11,C549049813,9044.0,7887.89,M1729958231,0.0,0.0,0,0
7,CASH_IN,89533.09,C1559469558,7857630.95,7947164.04,C1213485528,360373.89,234828.48,0,0
2,PAYMENT,1860.2,C1977189075,56541.0,54680.8,M1334391583,0.0,0.0,0,0
7,TRANSFER,95178.13,C857581345,0.0,0.0,C97730845,14563175.12,14658353.25,0,0
1,PAYMENT,2807.18,C1119277260,463883.0,461075.82,M268490061,0.0,0.0,0,0
1,TRANSFER,44944.32,C285058000,0.0,0.0,C1653859230,55414.0,100358.32,0,0
1,PAYMENT,7154.46,C829737737,10115.0,2960.54,M1296109622,0.0,0.0,0,0
7,TRANSFER,1223547.78,C143641035,0.0,0.0,C662736689,4766045.33,5677417.44,0,0
6,PAYMENT,2642.23,C1232675280,14485.1,11842.88,M1087439460,0.0,0.0,0,0
1,CASH_OUT,75405.1,C263053820,0.0,0.0,C1870252780,104209.0,46462.23,0,0
1,CASH_IN,26516.56,C1365790282,7716023.4,7742539.96,C1937962514,63127.8,8383.29,0,0
7,PAYMENT,1384.33,C261980805,41515.0,40130.67,M1739703215,0.0,0.0,0,0
2,CASH_IN,156534.89,C1493142905,2196575.62,2353110.51,C1318822808,483525.74,11142.89,0,0
7,PAYMENT,2894.91,C158605330,340279.98,337385.07,M294485518,0.0,0.0,0,0
6,PAYMENT,1217.22,C1083020379,52711.0,51493.78,M363682507,0.0,0.0,0,0
2,PAYMENT,2830.73,C1650299186,263.0,0.0,M2004305265,0.0,0.0,0,0
5,PAYMENT,8479.04,C6650683,333.0,0.0,M753570330,0.0,0.0,0,0
1,TRANSFER,348186.2,C706665172,0.0,0.0,C306206744,774212.55,3554299.27,0,0
2,TRANSFER,548202.26,C371054890,0.0,0.0,C453211571,3726770.23,3809570.13,0,0
2,CASH_IN,351633.67,C1163664780,1443170.79,1794804.46,C667346055,11047114.27,10695480.59,0,0
2,CASH_IN,391970.1,C205446988,6399805.66,6791775.76,C1590550415,18654338.84,18122628.7,0,0
7,PAYMENT,7991.47,C1819657704,100526.0,92534.53,M1765232168,0.0,0.0,0,0
1,CASH_IN,24105.5,C422522663,144.0,24249.5,C644345897,20875.0,0.0,0,0
6,CASH_IN,335389.99,C2126940193,11488141.21,11823531.2,C1590550415,17756311.0,18698748.85,0,0
7,CASH_IN,18743.6,C743891012,2799769.42,2818513.02,C838411509,29158.68,10415.08,0,0
1,PAYMENT,5078.54,C1173504361,185.83,0.0,M1792381498,0.0,0.0,0,0
7,PAYMENT,1724.87,C1881258837,0.0,0.0,M1612952911,0.0,0.0,0,0
1,CASH_OUT,68662.06,C118555812,2083.59,0.0,C1740000325,145843.39,1363368.51,0,0
5,PAYMENT,18850.92,C238998613,0.0,0.0,M666596577,0.0,0.0,0,0
3,PAYMENT,2465.65,C713702106,0.0,0.0,M1342198213,0.0,0.0,0,0
6,PAYMENT,11637.06,C741767653,50070.0,38432.94,M1106513402,0.0,0.0,0,0
2,PAYMENT,8216.87,C185939155,90210.24,81993.37,M1014278669,0.0,0.0,0,0
2,CASH_OUT,234198.21,C1336210565,0.0,0.0,C1234776885,1791710.89,1840076.94,0,0
2,DEBIT,3882.8,C890060621,15135.0,11252.2,C1018298342,9980.32,13863.12,0,0
7,PAYMENT,5875.72,C1042555191,147860.0,141984.28,M635096154,0.0,0.0,0,0
7,CASH_OUT,303393.13,C167599568,0.0,0.0,C1515704208,8691197.05,9973139.6,0,0
7,PAYMENT,10229.88,C1550093880,100351.0,90121.12,M1808324797,0.0,0.0,0,0
7,CASH_IN,297162.61,C1360711901,8482590.94,8779753.56,C909295153,8793989.46,9092634.94,0,0
7,PAYMENT,1969.13,C742199828,0.0,0.0,M1208371802,0.0,0.0,0,0
1,PAYMENT,4163.82,C1151512955,25083.17,20919.34,M2052489518,0.0,0.0,0,0
2,PAYMENT,473.51,C751259764,20452.0,19978.49,M1146859833,0.0,0.0,0,0
3,PAYMENT,25389.14,C577948592,11352.0,0.0,M66515916,0.0,0.0,0,0
7,PAYMENT,14065.07,C217590872,28535.0,14469.93,M336050495,0.0,0.0,0,0
7,DEBIT,1847.63,C1995416247,13438.0,11590.37,C1529639302,126771.23,8208.1,0,0
7,CASH_IN,23966.48,C219564344,1077932.61,1101899.09,C793315160,64836.97,40870.49,0,0
7,CASH_IN,99504.49,C979490841,2395219.66,2494724.15,C1281580764,584170.24,253888.02,0,0
1,PAYMENT,20573.4,C696165690,24641.0,4067.6,M181078353,0.0,0.0,0,0
5,PAYMENT,72.23,C167318637,45653.46,45581.23,M787497403,0.0,0.0,0,0
5,PAYMENT,6484.32,C1686232293,94294.0,87809.68,M305552344,0.0,0.0,0,0
7,PAYMENT,13517.23,C2012831257,102407.0,88889.77,M1174916066,0.0,0.0,0,0
6,PAYMENT,18219.9,C1095583342,15710.0,0.0,M967635335,0.0,0.0,0,0
1,CASH_IN,201342.13,C1859823482,6668468.08,6869810.21,C1529115495,268157.57,67268.02,0,0
1,CASH_OUT,598674.03,C1272115420,0.0,0.0,C985934102,1184203.57,971418.91,0,0
7,TRANSFER,226837.37,C861438042,61910.0,0.0,C1825992554,0.0,314551.85,0,0
7,PAYMENT,3325.01,C731542033,31443.0,28117.99,M1961643507,0.0,0.0,0,0
1,PAYMENT,2286.28,C1145391264,115792.0,113505.72,M929482343,0.0,0.0,0,0
6,PAYMENT,20112.79,C1696963667,0.0,0.0,M1275013351,0.0,0.0,0,0
6,PAYMENT,28710.56,C1823955413,0.0,0.0,M732526171,0.0,0.0,0,0
3,CASH_IN,116555.35,C480645280,687269.31,803824.66,C1219273867,126632.21,10076.87,0,0
1,CASH_OUT,427175.03,C1602167682,20465.43,0.0,C248609774,3404364.13,6453430.91,0,0
7,CASH_OUT,109654.05,C236213662,0.0,0.0,C1245442940,266821.0,896903.33,0,0
3,PAYMENT,1290.28,C697001207,1319.0,28.72,M1946904104,0.0,0.0,0,0
7,CASH_IN,14809.24,C872890697,4387819.76,4402629.0,C500058139,100664.0,85854.76,0,0
1,PAYMENT,8358.12,C1542598424,293.0,0.0,M645875534,0.0,0.0,0,0
1,PAYMENT,637.26,C836621476,54260.91,53623.65,M442465916,0.0,0.0,0,0
3,PAYMENT,14251.38,C700249373,0.0,0.0,M508864177,0.0,0.0,0,0
7,PAYMENT,8257.29,C845635028,57116.0,48858.71,M592520538,0.0,0.0,0,0
3,PAYMENT,1588.8,C1794531113,40155.84,38567.04,M923570200,0.0,0.0,0,0
7,DEBIT,2579.01,C225009565,383.0,0.0,C1359953204,63011.84,43835.75,0,0
6,PAYMENT,16418.78,C1558029640,16619.0,200.22,M1327842480,0.0,0.0,0,0
2,TRANSFER,984994.76,C1825656946,0.0,0.0,C909295153,5729799.14,7473141.22,0,0
4,PAYMENT,3616.2,C1990419108,6240.0,2623.8,M1641677843,0.0,0.0,0,0
2,DEBIT,4143.87,C700356991,100358.32,96214.45,C1810132623,100111.69,22736.93,0,0
3,PAYMENT,3222.39,C1110095671,18340.0,15117.61,M1071977170,0.0,0.0,0,0
7,PAYMENT,2998.32,C825134767,10750.0,7751.68,M1553338212,0.0,0.0,0,0
1,TRANSFER,191177.92,C1460126155,0.0,0.0,C716083600,1749950.57,2444985.19,0,0
6,PAYMENT,32064.62,C1471404137,52933.0,20868.38,M1374962590,0.0,0.0,0,0
2,CASH_OUT,57908.35,C835070183,0.0,0.0,C932583850,4353067.22,4410975.57,0,0
1,PAYMENT,4402.86,C533415944,4469.0,66.14,M1919834117,0.0,0.0,0,0
6,CASH_IN,167835.47,C1795925655,6015360.33,6183195.8,C1235151206,237711.6,69876.14,0,0
7,DEBIT,3352.99,C1491128748,15066.0,11713.01,C571435580,41614.0,11501.46,0,0
7,CASH_IN,179435.15,C1653474307,7124608.85,7304044.0,C451111351,7434501.43,7255066.28,0,0
1,TRANSFER,581294.26,C843299092,0.0,0.0,C1590550415,5195482.15,19169204.93,0,0
6,CASH_IN,229651.1,C1237547288,9285202.15,9514853.25,C1880332929,10928450.75,14932387.84,0,0
1,PAYMENT,624.1,C1393198164,1954993.04,1954368.93,M506775047,0.0,0.0,0,0
7,PAYMENT,2549.04,C941770293,0.0,0.0,M1938138927,0.0,0.0,0,0
1,PAYMENT,3372.29,C967323951,41398.0,38025.71,M1600594643,0.0,0.0,0,0
7,CASH_OUT,54504.93,C1747223278,0.0,0.0,C1060041730,227849.89,916266.8,0,0
6,CASH_OUT,206187.66,C1933032750,0.0,0.0,C248609774,6533528.37,6739716.03,0,0
1,PAYMENT,5307.88,C1768242710,0.0,0.0,M1971783162,0.0,0.0,0,0
7,CASH_IN,387222.06,C1899408794,592848.83,980070.88,C1297685781,685647.85,1120608.72,0,0
6,PAYMENT,8888.88,C1843302718,64802.65,55913.77,M2068113806,0.0,0.0,0,0
5,PAYMENT,15150.82,C200598670,0.0,0.0,M698272400,0.0,0.0,0,0
1,PAYMENT,1697.56,C1052842393,610733.41,609035.85,M1545327692,0.0,0.0,0,0
1,CASH_OUT,139754.72,C577245010,6000879.7,5861124.98,C932583850,2474475.78,2719172.89,0,0
4,CASH_OUT,109648.19,C1665837086,0.0,0.0,C2134357721,289012.04,50620.17,0,0
6,TRANSFER,1781452.87,C815593047,0.0,0.0,C766681183,11751840.87,13447674.95,0,0
6,PAYMENT,7371.23,C1633439396,11451.0,4079.77,M1098139353,0.0,0.0,0,0
3,CASH_OUT,25026.76,C1887326180,203643.0,178616.24,C67985650,11654.0,26579.75,0,0
7,PAYMENT,6323.42,C2107902964,204573.0,198249.58,M1970307376,0.0,0.0,0,0
5,PAYMENT,2283.56,C914930347,19867.0,17583.44,M1340267778,0.0,0.0,0,0
6,TRANSFER,10565.0,C777407608,10565.0,0.0,C1790657739,0.0,0.0,1,0
5,PAYMENT,2057.11,C1521179441,362.0,0.0,M1409864883,0.0,0.0,0,0
1,PAYMENT,4206.84,C215078753,0.0,0.0,M1757317128,0.0,0.0,0,0
6,CASH_IN,67248.4,C580212331,1461150.97,1528399.36,C1829344035,157867.82,90619.43,0,0
4,TRANSFER,64279.74,C313249054,21370.11,0.0,C1297685781,16997.22,81276.96,0,0
1,PAYMENT,9920.52,C764826684,0.0,0.0,M1940055334,0.0,0.0,0,0
3,PAYMENT,14043.68,C1297189990,72818.0,58774.32,M1092591822,0.0,0.0,0,0
7,PAYMENT,3984.14,C674608081,59401.71,55417.56,M552186123,0.0,0.0,0,0
1,PAYMENT,4804.68,C879311295,38100.95,33296.27,M1274247563,0.0,0.0,0,0
1,PAYMENT,3224.21,C1827212229,0.0,0.0,M173440626,0.0,0.0,0,0
1,CASH_OUT,28404.6,C2091072548,0.0,0.0,C1282788025,51744.0,0.0,0,0
7,TRANSFER,111913.25,C1761528165,0.0,0.0,C266418454,118545.81,230459.06,0,0
7,CASH_OUT,41210.57,C673216953,0.0,0.0,C954225330,109352.0,150562.57,0,0
7,CASH_IN,309741.86,C62443122,2671457.28,2981199.14,C1394526584,618730.52,1360079.51,0,0
1,PAYMENT,3603.99,C1145302895,418.0,0.0,M2118571592,0.0,0.0,0,0
1,PAYMENT,399.66,C1241938981,153760.0,153360.34,M168957945,0.0,0.0,0,0
7,CASH_IN,6189.93,C2003533730,6473606.9,6479796.83,C935612756,52447.0,642103.28,0,0
6,PAYMENT,10420.26,C1704853566,19809.0,9388.74,M1597802092,0.0,0.0,0,0
6,PAYMENT,6814.2,C628211188,0.0,0.0,M37858242,0.0,0.0,0,0
1,TRANSFER,1349670.68,C1419332030,0.0,0.0,C665576141,1538085.96,5515763.34,0,0
1,PAYMENT,3852.64,C472991420,1449076.27,1445223.63,M1455855843,0.0,0.0,0,0
1,PAYMENT,9492.53,C839552703,285.0,0.0,M1739653374,0.0,0.0,0,0
7,PAYMENT,2327.84,C813408648,0.0,0.0,M888391968,0.0,0.0,0,0
4,CASH_IN,193626.89,C2053555034,8703220.22,8896847.11,C985934102,1989764.96,1796138.08,0,0
6,PAYMENT,11149.55,C252451553,29535.0,18385.45,M2017312999,0.0,0.0,0,0
7,PAYMENT,38.92,C1288641854,496911.95,496873.04,M1979657069,0.0,0.0,0,0
2,DEBIT,1654.94,C737897289,146980.0,145325.06,C77811359,11147.0,12801.94,0,0
6,PAYMENT,22020.95,C265202525,72916.0,50895.05,M2034523899,0.0,0.0,0,0
3,CASH_OUT,63180.2,C582979874,26103.63,0.0,C1076835071,267912.2,125857.29,0,0
5,DEBIT,665.37,C1092170861,60311.0,59645.63,C2094777811,13707.11,14372.48,0,0
7,CASH_IN,29898.01,C945276373,7189490.46,7219388.47,C43924520,121521.0,47958.66,0,0
1,CASH_IN,81694.11,C1325866488,3717782.35,3799476.47,C2083562754,686540.82,1186556.81,0,0
7,CASH_IN,19247.53,C209391627,3168848.62,3188096.15,C1346667529,67867.28,61899.11,0,0
1,DEBIT,924.07,C721648892,21898.0,20973.93,C115939475,20955.0,0.0,0,0
1,PAYMENT,3154.06,C237373286,24239.0,21084.94,M742255664,0.0,0.0,0,0
7,CASH_IN,16220.42,C1708101024,3906907.44,3923127.86,C410033330,177942.6,161722.17,0,0
2,PAYMENT,6013.05,C2058127492,43830.0,37816.95,M174515584,0.0,0.0,0,0
3,PAYMENT,22421.09,C516570791,121670.0,99248.91,M620471432,0.0,0.0,0,0
2,CASH_IN,126516.27,C690287064,4375036.28,4501552.55,C968113504,202636.54,76120.27,0,0
7,PAYMENT,23532.24,C1198375087,0.0,0.0,M2038211362,0.0,0.0,0,0
4,CASH_IN,3523.06,C227005513,9854223.72,9857746.79,C1774531247,107441.76,103918.69,0,0
1,CASH_IN,65671.39,C1817154869,378896.52,444567.92,C716083600,1941128.49,2444985.19,0,0
2,PAYMENT,11101.89,C373682836,51530.0,40428.11,M1663431506,0.0,0.0,0,0
1,CASH_OUT,1277212.77,C467632528,1277212.77,0.0,C716083600,0.0,2444985.19,1,0
3,PAYMENT,2556.46,C1935994577,0.0,0.0,M1749978269,0.0,0.0,0,0
5,PAYMENT,5288.3,C856901180,66748.0,61459.7,M163631293,0.0,0.0,0,0
7,CASH_OUT,357427.06,C1584938872,0.0,0.0,C1313534832,376357.32,1005781.48,0,0
1,PAYMENT,339.82,C882646447,12076.0,11736.18,M234740890,0.0,0.0,0,0
3,PAYMENT,21568.37,C854719230,26407.0,4838.63,M594463953,0.0,0.0,0,0
7,TRANSFER,916428.17,C811741449,61266.0,0.0,C1394526584,308988.67,1360079.51,0,0
1,CASH_IN,2099.59,C685934,7096554.61,7098654.2,C1854778591,40471.79,0.0,0,0
7,CASH_IN,17488.73,C637283215,3865921.35,3883410.08,C403147759,213642.05,55290.48,0,0
1,DEBIT,5853.21,C2066892165,5039.0,0.0,C662736689,20018.0,4891090.56,0,0
7,PAYMENT,4801.94,C423457747,15169.0,10367.06,M1555348096,0.0,0.0,0,0
1,PAYMENT,2130.3,C847320212,10958.0,8827.7,M1201004240,0.0,0.0,0,0
2,PAYMENT,2713.13,C1406221524,0.0,0.0,M2005293363,0.0,0.0,0,0
7,CASH_IN,8893.16,C1386805129,7366239.26,7375132.42,C1120735174,36793.27,0.0,0,0
7,PAYMENT,7925.72,C40245733,0.0,0.0,M1147103911,0.0,0.0,0,0
7,CASH_IN,290124.75,C26842093,1958074.46,2248199.21,C1777369261,294971.9,4847.15,0,0
5,PAYMENT,2399.58,C305242558,80570.0,78170.42,M494367851,0.0,0.0,0,0
7,PAYMENT,14440.44,C1017472170,0.0,0.0,M1020745918,0.0,0.0,0,0
6,PAYMENT,7131.82,C1891383964,0.0,0.0,M1998372115,0.0,0.0,0,0
6,PAYMENT,7331.46,C2120120147,0.0,0.0,M291996777,0.0,0.0,0,0
7,CASH_OUT,128353.55,C2137351070,0.0,0.0,C1251686742,218737.53,347091.08,0,0
2,PAYMENT,10684.01,C1659452474,22174.58,11490.57,M1731795367,0.0,0.0,0,0
7,PAYMENT,4708.6,C2079515765,67940.0,63231.4,M242596583,0.0,0.0,0,0
6,PAYMENT,20192.75,C1843768662,11250.0,0.0,M827715984,0.0,0.0,0,0
7,PAYMENT,8565.08,C1542294417,0.0,0.0,M14679281,0.0,0.0,0,0
1,PAYMENT,6380.75,C608817143,31788.4,25407.65,M1118414398,0.0,0.0,0,0
7,CASH_IN,89385.18,C826542045,2412725.0,2502110.19,C2063763486,260557.78,171172.6,0,0
3,CASH_OUT,8294.34,C897541009,543936.31,535641.97,C24119573,41182.36,49476.7,0,0
7,CASH_OUT,139484.1,C1139386530,0.0,0.0,C1354952534,615897.2,755381.3,0,0
7,PAYMENT,6112.75,C1976233207,17767.0,11654.25,M103483282,0.0,0.0,0,0
2,PAYMENT,10024.14,C1474155611,31756.0,21731.86,M779876279,0.0,0.0,0,0
5,PAYMENT,491.11,C744983675,70925.0,70433.89,M173965920,0.0,0.0,0,0
1,PAYMENT,1979.94,C691779749,82034.0,80054.06,M37841489,0.0,0.0,0,0
1,CASH_IN,63255.29,C632475595,4904890.21,4968145.5,C1100439041,237735.3,0.0,0,0
6,PAYMENT,1695.69,C244922133,0.0,0.0,M1752069395,0.0,0.0,0,0
6,CASH_OUT,237752.47,C136108302,0.0,0.0,C1782113663,1477358.35,1655753.7,0,0
4,PAYMENT,865.79,C767794003,108307.54,107441.76,M1157856790,0.0,0.0,0,0
5,PAYMENT,3617.0,C857811226,3570.0,0.0,M1036283684,0.0,0.0,0,0
1,DEBIT,8901.32,C68195659,8687.52,0.0,C240650537,13182.08,0.0,0,0
1,CASH_IN,20490.81,C465869765,5966015.15,5986505.96,C878506901,21695.0,1204.19,0,0
6,DEBIT,149.11,C1264231563,32082.0,31932.89,C1182908789,135549.64,135698.74,0,0
7,CASH_OUT,116598.79,C256253084,0.0,0.0,C184253187,4231347.42,4598815.2,0,0
7,CASH_IN,23557.42,C1575043618,28710.29,52267.72,C313124964,31037.0,7479.58,0,0
2,PAYMENT,4886.95,C40910225,10105.32,5218.37,M1541427914,0.0,0.0,0,0
1,TRANSFER,17231.46,C1243171897,0.0,0.0,C783286238,24672.0,0.0,0,0
4,CASH_OUT,180145.39,C612686775,0.0,0.0,C33524623,268130.78,448276.17,0,0
1,PAYMENT,12271.39,C1498016680,715.0,0.0,M1846539844,0.0,0.0,0,0
1,PAYMENT,6173.13,C4181455,100312.0,94138.87,M1986581856,0.0,0.0,0,0
6,TRANSFER,72875.23,C420215012,73416.0,540.77,C1526298704,15498.25,88373.48,0,0
2,PAYMENT,7810.47,C317644782,13945.71,6135.24,M1010584177,0.0,0.0,0,0
2,CASH_OUT,51630.01,C224219987,0.0,0.0,C11003494,10103934.01,10155564.02,0,0
4,PAYMENT,4953.63,C1348283308,0.0,0.0,M1290584410,0.0,0.0,0,0
7,PAYMENT,9069.93,C26627833,20239.0,11169.07,M1009677262,0.0,0.0,0,0
1,TRANSFER,209711.11,C1556867940,0.0,0.0,C1509514333,399214.71,2415.16,0,0
7,CASH_IN,283223.78,C1104899659,7582267.46,7865491.24,C1805683209,6159563.44,5876339.66,0,0
6,PAYMENT,17575.98,C618864390,8512.0,0.0,M1562772628,0.0,0.0,0,0
4,TRANSFER,2930418.44,C2047521920,2930418.44,0.0,C449261773,0.0,0.0,1,0
7,PAYMENT,2910.53,C1892261395,51256.0,48345.47,M840259832,0.0,0.0,0,0
3,PAYMENT,22178.82,C1835477972,40962.0,18783.18,M1735854903,0.0,0.0,0,0
7,PAYMENT,656.31,C861939497,25215.0,24558.69,M909644303,0.0,0.0,0,0
4,CASH_IN,280770.07,C1965779427,2703168.92,2983939.0,C1446521801,6540346.28,5692737.46,0,0
2,CASH_OUT,32969.34,C631766751,164131.0,131161.66,C20671747,48615.1,81584.44,0,0
4,TRANSFER,178055.95,C46727015,9181.0,0.0,C716083600,1309620.48,1423811.37,0,0
7,CASH_IN,185741.02,C1373072083,2100408.07,2286149.09,C1022023283,198374.07,12633.05,0,0
7,PAYMENT,6512.87,C1526694407,193112.0,186599.13,M1784322521,0.0,0.0,0,0
1,PAYMENT,5674.62,C783141366,1186556.81,1180882.19,M688113407,0.0,0.0,0,0
1,TRANSFER,39069.42,C1091107430,0.0,0.0,C22805895,238390.23,651524.92,0,0
6,PAYMENT,12174.55,C1898469011,30037.0,17862.45,M832152066,0.0,0.0,0,0
7,PAYMENT,11226.69,C1157136713,145486.0,134259.31,M991572261,0.0,0.0,0,0
5,CASH_IN,644028.87,C1485438020,7285749.57,7929778.44,C1446521801,5222970.47,4670978.14,0,0
2,CASH_IN,66892.29,C1019416046,9683446.56,9750338.86,C1380361139,362727.08,62111.53,0,0
1,PAYMENT,5462.01,C1552179791,26289.0,20826.99,M1661161169,0.0,0.0,0,0
3,PAYMENT,3236.22,C1546727972,0.0,0.0,M505316221,0.0,0.0,0,0
7,PAYMENT,14731.43,C246903361,0.0,0.0,M427665153,0.0,0.0,0,0
7,PAYMENT,19286.24,C647226268,56890.0,37603.76,M1270529736,0.0,0.0,0,0
7,PAYMENT,2162.91,C169600459,191839.0,189676.09,M1373719734,0.0,0.0,0,0
1,TRANSFER,637161.0,C1846982837,0.0,0.0,C1789550256,1166259.76,4619798.56,0,0
6,CASH_OUT,26768.5,C682812632,26768.5,0.0,C256417920,101976.0,128744.5,1,0
7,PAYMENT,4854.86,C358049703,20379.0,15524.14,M1410901593,0.0,0.0,0,0
1,PAYMENT,6534.05,C1097069005,11301.0,4766.95,M1604342290,0.0,0.0,0,0
7,PAYMENT,285.59,C831019851,0.0,0.0,M1670283668,0.0,0.0,0,0
5,TRANSFER,71741.21,C1404703093,367623.0,295881.79,C860798122,1540.44,73281.65,0,0
6,PAYMENT,37887.08,C839404033,344.0,0.0,M1725382189,0.0,0.0,0,0
1,TRANSFER,761507.39,C412788346,0.0,0.0,C1590550415,1280036.23,19169204.93,0,0
7,TRANSFER,442422.28,C1924009991,0.0,0.0,C1234776885,3062223.92,4441465.94,0,0
7,PAYMENT,1410.56,C98741020,21669.0,20258.44,M928607044,0.0,0.0,0,0
7,PAYMENT,27004.28,C887596583,196559.22,169554.94,M1538784312,0.0,0.0,0,0
6,PAYMENT,13364.51,C472201306,0.0,0.0,M1976617670,0.0,0.0,0,0
2,PAYMENT,2390.56,C19400322,687258.39,684867.83,M1103934393,0.0,0.0,0,0
1,CASH_OUT,159657.1,C1366629983,0.0,0.0,C716083600,2640580.83,2444985.19,0,0
2,TRANSFER,149935.68,C498748934,0.0,0.0,C811597470,204822.85,354758.53,0,0
