step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,PAYMENT,17396.31,C989033734,0.0,0.0,M1315795813,0.0,0.0,0,0
1,TRANSFER,348186.2,C706665172,0.0,0.0,C306206744,774212.55,3554299.27,0,0
2,PAYMENT,473.51,C751259764,20452.0,19978.49,M1146859833,0.0,0.0,0,0
2,PAYMENT,4886.95,C40910225,10105.32,5218.37,M1541427914,0.0,0.0,0,0
7,CASH_IN,274903.54,C2100829870,2096181.29,2371084.83,C766681183,13447674.95,13146711.0,0,0
7,CASH_OUT,315257.69,C1509270390,0.0,0.0,C16344660,869001.92,0.0,0,0
7,PAYMENT,34866.59,C1334198737,6389.29,0.0,M1835916981,0.0,0.0,0,0
2,PAYMENT,11101.89,C373682836,51530.0,40428.11,M1663431506,0.0,0.0,0,0
7,PAYMENT,9201.08,C300374338,107384.0,98182.92,M600185883,0.0,0.0,0,0
1,PAYMENT,11334.96,C1398508580,0.0,0.0,M1251285265,0.0,0.0,0,0
7,CASH_IN,18743.6,C743891012,2799769.42,2818513.02,C838411509,29158.68,10415.08,0,0
5,PAYMENT,25625.94,C828064258,97618.85,71992.91,M1491089257,0.0,0.0,0,0
7,CASH_OUT,174895.86,C891978115,108908.11,0.0,C1477979030,10869605.13,10780596.35,0,0
6,CASH_IN,167835.47,C1795925655,6015360.33,6183195.8,C1235151206,237711.6,69876.14,0,0
2,PAYMENT,11667.76,C457714879,459092.0,447424.24,M1713365029,0.0,0.0,0,0
1,CASH_OUT,50101.88,C1740826931,0.0,0.0,C97730845,67684.0,9940339.29,0,0
3,PAYMENT,2465.65,C713702106,0.0,0.0,M1342198213,0.0,0.0,0,0
7,PAYMENT,5385.54,C1162021415,55858.0,50472.46,M461634243,0.0,0.0,0,0
1,PAYMENT,6598.71,C727666004,16392.0,9793.29,M1601935322,0.0,0.0,0,0
7,TRANSFER,717318.86,C1226283307,0.0,0.0,C1515704208,8994590.18,9973139.6,0,0
5,CASH_IN,84189.52,C903663666,9051175.0,9135364.53,C1653859230,88475.76,4286.23,0,0
7,PAYMENT,11226.69,C1157136713,145486.0,134259.31,M991572261,0.0,0.0,0,0
6,PAYMENT,2002.96,C1612554042,186648.78,184645.82,M1546272524,0.0,0.0,0,0
7,PAYMENT,3439.96,C1803439542,10030.6,6590.64,M1549393863,0.0,0.0,0,0
5,PAYMENT,2283.56,C914930347,19867.0,17583.44,M1340267778,0.0,0.0,0,0
7,CASH_OUT,23691.12,C877457423,0.0,0.0,C9108707,34225.0,57916.12,0,0
7,CASH_IN,19247.53,C209391627,3168848.62,3188096.15,C1346667529,67867.28,61899.11,0,0
7,CASH_OUT,54504.93,C1747223278,0.0,0.0,C1060041730,227849.89,916266.8,0,0
1,CASH_IN,201342.13,C1859823482,6668468.08,6869810.21,C1529115495,268157.57,67268.02,0,0
5,PAYMENT,2057.11,C1521179441,362.0,0.0,M1409864883,0.0,0.0,0,0
1,PAYMENT,4206.84,C215078753,0.0,0.0,M1757317128,0.0,0.0,0,0
1,CASH_IN,63255.29,C632475595,4904890.21,4968145.5,C1100439041,237735.3,0.0,0,0
6,PAYMENT,11132.52,C257641638,10673.0,0.0,M39898352,0.0,0.0,0,0
6,PAYMENT,23041.84,C618403084,845.0,0.0,M489508218,0.0,0.0,0,0
2,CASH_IN,351633.67,C1163664780,1443170.79,1794804.46,C667346055,11047114.27,10695480.59,0,0
7,PAYMENT,2836.24,C825899768,47988.0,45151.76,M26362041,0.0,0.0,0,0
4,PAYMENT,7055.96,C1147964530,0.0,0.0,M1848568533,0.0,0.0,0,0
7,CASH_IN,297162.61,C1360711901,8482590.94,8779753.56,C909295153,8793989.46,9092634.94,0,0
6,PAYMENT,14431.75,C1151395471,0.0,0.0,M1450945109,0.0,0.0,0,0
6,PAYMENT,5580.15,C675002551,123688.27,118108.12,M636050161,0.0,0.0,0,0
1,CASH_IN,863.08,C1554118033,9290756.54,9291619.62,C5592464,5577.88,4714.8,0,0
4,CASH_OUT,109648.19,C1665837086,0.0,0.0,C2134357721,289012.04,50620.17,0,0
1,PAYMENT,2755.96,C1530957251,20987.0,18231.04,M1292472219,0.0,0.0,0,0
4,PAYMENT,6650.35,C1752402342,0.0,0.0,M140778365,0.0,0.0,0,0
2,CASH_IN,391970.1,C205446988,6399805.66,6791775.76,C1590550415,18654338.84,18122628.7,0,0
2,PAYMENT,8216.87,C185939155,90210.24,81993.37,M1014278669,0.0,0.0,0,0
7,PAYMENT,19608.07,C2091004319,0.0,0.0,M6634074,0.0,0.0,0,0
2,PAYMENT,10024.14,C1474155611,31756.0,21731.86,M779876279,0.0,0.0,0,0
5,CASH_IN,17431.43,C262926126,5440828.93,5458260.36,C248609774,6736054.44,6393139.71,0,0
1,DEBIT,9755.38,C1991094835,102287.0,92531.62,C985934102,1174448.2,971418.91,0,0
1,CASH_OUT,373068.26,C1047934137,20034.0,0.0,C1286084959,1427960.73,2107778.11,0,0
2,PAYMENT,2830.73,C1650299186,263.0,0.0,M2004305265,0.0,0.0,0,0
6,CASH_OUT,529296.76,C1255983489,0.0,0.0,C1477979030,1495824.1,9113630.99,0,0
2,DEBIT,3817.82,C1691678663,30406.0,26588.18,C1234250905,11132.03,0.0,0,0
1,CASH_IN,312061.25,C1248310508,3806810.45,4118871.69,C401424608,1178808.14,0.0,0,0
5,TRANSFER,71741.21,C1404703093,367623.0,295881.79,C860798122,1540.44,73281.65,0,0
6,TRANSFER,340936.73,C5112121,205908.67,0.0,C804836251,5009.0,108483.43,0,0
2,CASH_OUT,32969.34,C631766751,164131.0,131161.66,C20671747,48615.1,81584.44,0,0
4,CASH_OUT,3806.52,C700171836,420.0,0.0,C187649742,95728.87,99535.4,0,0
6,CASH_OUT,54095.79,C67795316,0.0,0.0,C1922859107,676346.01,629441.42,0,0
1,PAYMENT,2407.47,C930317866,0.0,0.0,M611502040,0.0,0.0,0,0
6,CASH_IN,335389.99,C2126940193,11488141.21,11823531.2,C1590550415,17756311.0,18698748.85,0,0
4,PAYMENT,4504.32,C117701189,0.0,0.0,M1586519852,0.0,0.0,0,0
7,PAYMENT,19286.24,C647226268,56890.0,37603.76,M1270529736,0.0,0.0,0,0
7,TRANSFER,2222097.28,C1233563882,0.0,0.0,C1870252780,8298716.77,10857989.45,0,0
7,PAYMENT,23532.24,C1198375087,0.0,0.0,M2038211362,0.0,0.0,0,0
5,CASH_IN,21391.13,C1571125860,9780865.67,9802256.8,C985934102,1796138.08,1589065.96,0,0
5,PAYMENT,6484.32,C1686232293,94294.0,87809.68,M305552344,0.0,0.0,0,0
4,PAYMENT,5249.58,C1289903687,13476.0,8226.42,M1669392873,0.0,0.0,0,0
7,CASH_IN,79069.17,C612189364,5392.0,84461.17,C1219273867,10076.87,0.0,0,0
1,PAYMENT,5462.01,C1552179791,26289.0,20826.99,M1661161169,0.0,0.0,0,0
1,PAYMENT,6350.75,C1798861270,20071.0,13720.25,M923360749,0.0,0.0,0,0
7,PAYMENT,11856.98,C1894492702,156795.0,144938.02,M1029586776,0.0,0.0,0,0
2,DEBIT,3882.8,C890060621,15135.0,11252.2,C1018298342,9980.32,13863.12,0,0
1,CASH_IN,24105.5,C422522663,144.0,24249.5,C644345897,20875.0,0.0,0,0
1,CASH_IN,131027.05,C557016605,2912649.49,3043676.54,C35534346,178120.16,10317.66,0,0
6,PAYMENT,35758.01,C653557958,206419.0,170660.99,M627556497,0.0,0.0,0,0
6,PAYMENT,22020.95,C265202525,72916.0,50895.05,M2034523899,0.0,0.0,0,0
